1948016705701,6.689975,-7.0257854,2.0011806
1948035451691,6.6301637,-7.023267,1.3838911
1948055337420,6.6895323,-7.0494404,1.0243297
1948075231014,6.903239,-6.893708,0.78287315
1948096504191,6.899669,-7.0293217,0.7332897
1948115007993,6.7067294,-6.8673143,0.95735455
1948135322993,6.5862284,-6.6887264,1.3421698
1948154838722,6.2984486,-6.529406,1.522933
1948174739608,6.1688232,-6.3496027,1.2342148
1948195534555,6.3240166,-6.318575,0.76554203
1948214554608,6.645917,-6.3515983,0.35031033
1948234813722,7.446893,-6.151585,0.0017223358
1948254513253,7.0833015,-5.899378,0.22086048
1948274244764,7.2468066,-5.846255,0.5714178
1948294338878,7.0519714,-5.7631664,0.8692007
1948314030337,6.924288,-5.7698116,0.83039856
1948333984139,7.0094233,-5.513651,0.43888474
1948353839712,7.2732406,-5.327184,-0.050374985
1948375788357,7.4036703,-5.2153053,-0.2986374
1948393638982,7.3947563,-4.978075,-0.34710884
1948413664243,7.2639217,-4.9114,0.056370735
1948433750180,6.9473944,-4.6477942,0.45454502
1948453333149,6.684662,-4.3793006,0.35170937
1948476591899,6.6840243,-4.334785,-0.11520195
1948493812524,6.8454447,-3.8510392,-0.5446663
1948513036795,7.1788344,-3.6435971,-0.9748273
1948532990076,7.1465845,-3.7567801,-0.9380655
1948560048774,7.039774,-3.379722,-0.94310236
1948576922055,7.2435045,-2.8959734,-0.90838003
1948606972264,7.162895,-3.5530133,-0.40758324
1948626829139,6.8015423,-2.8272114,-0.447711
1948646703409,6.719993,-1.8544242,-0.83611107
1948666677576,6.9849033,-1.1031127,-1.1046758
1948686493722,7.0483932,-0.9480953,-1.4495277
1948706408670,6.472889,-1.1435738,-1.5090203
1948726751222,5.569248,-1.1642857,-1.1294117
1948746657055,4.6663456,-1.047801,-0.48205376
1948766127368,4.169155,-1.027957,-0.03167963
1948786022472,4.0787687,-1.1620483,0.072548866
1948806296170,3.4100332,-1.1025953,-0.10630083
1948826219034,2.8310776,-1.0593891,-0.13928413
1948846070024,2.3521707,-1.3172941,-0.4059477
1948865917941,1.0103264,-1.0252714,-0.19459295
1948885917003,0.048743248,-1.442235,0.10220337
1948906885232,-0.36563444,-2.6059713,0.44003344
1948926800805,-1.3885319,-3.3286543,0.37952423
1948946627159,-2.3042035,-2.422618,-0.039578438
1948965428930,-2.169252,-1.5460377,-0.78425694
1948986444607,-3.3923047,-1.371028,-1.2090812
1949004996951,-4.5279136,-1.9125891,-1.8977418
1949026214607,-5.739843,-2.9984884,-2.1669528
1949046207316,-7.5247087,-3.352065,-3.0160491
1949066105961,-9.492488,-2.8017864,-4.04488
1949085952524,-12.174004,-2.577046,-4.5635777
1949105828670,-14.928477,-4.437743,-5.384768
1949125817993,-16.082615,-6.3958707,-5.7919893
1949145624243,-17.123215,-7.2428665,-7.0184274
1949165622003,-15.933257,-8.294001,-8.715258
1949185423878,-13.932669,-13.770345,-10.140825
1949205447680,-9.394395,-18.26947,-8.288597
1949225218201,-0.17559144,-16.038982,-7.084606
1949245213409,10.847843,-12.789544,-4.0242767
1949264982315,21.055096,-11.645982,-2.454261
1949284974555,33.736084,-12.579299,-2.0190392
1949304816743,44.42845,-4.652974,-4.437376
1949325407524,46.484234,10.807159,-8.724472
1949345407524,46.589203,10.769539,-8.763848
1949372357055,46.589203,10.769539,-8.763848
1949392357055,17.796892,4.322034,-4.2463527
1949412357055,17.796892,4.322034,-4.2463527
1949425745492,17.796892,4.322034,-4.2463527
1949443939711,14.895694,-1.0889711,-4.3211184
1949462597315,11.973248,-6.1392984,-3.5979729
1949482548201,8.685706,-8.049056,-2.7330394
1949502452576,5.6580396,-7.7211895,-3.2618895
1949522848201,3.091945,-7.021578,-3.7374136
1949542848201,-0.72038144,-6.648841,-3.6923957
1949559325805,-0.72038144,-6.648841,-3.6923957
1949578653774,-1.4769065,-5.9764023,-2.9810545
1949598595753,-2.1728435,-4.719222,-2.700274
1949618573669,-2.806103,-3.497695,-2.8150911
1949638526742,-2.70745,-2.3533316,-2.5649452
1949658427628,-2.7596536,-1.1580582,-2.1583095
1949678868461,-2.9284801,-0.48595142,-1.5034512
1949699166638,-2.950492,-0.25840282,-0.6139282
1949719265232,-3.062193,-0.07438946,-0.9085454
1949739160857,-3.3617573,0.4529724,-0.4319384
1949758331690,-3.458858,1.2530098,0.44418347
1949779011326,-3.4517627,1.4363732,0.7031213
