1948016705701,-4.6692686,4.076129,7.5995684
1948035451691,-4.5950923,3.9850252,7.692528
1948055337420,-4.52278,3.8938828,7.781544
1948075231014,-4.449182,3.805188,7.8673773
1948096504191,-4.3761806,3.7109578,7.952874
1948115007993,-4.3005567,3.620777,8.035267
1948135322993,-4.223151,3.5331683,8.114927
1948154838722,-4.1484556,3.4408858,8.192738
1948174739608,-4.076291,3.3448799,8.268372
1948195534555,-4.0088234,3.2420256,8.342001
1948214554608,-3.9452574,3.1361854,8.412468
1948234813722,-3.8867152,3.029546,8.47854
1948254513253,-3.8415527,2.9066257,8.541918
1948274244764,-3.8039446,2.7649171,8.605557
1948294338878,-3.7838864,2.5956378,8.666904
1948314030337,-3.7830954,2.4035637,8.722466
1948333984139,-3.798799,2.2000754,8.769215
1948353839712,-3.8303785,1.977696,8.808365
1948375788357,-3.8770113,1.7365304,8.838755
1948393638982,-3.9279523,1.477752,8.863284
1948413664243,-3.9838657,1.1932048,8.881185
1948433750180,-4.0432277,0.88889766,8.890024
1948453333149,-4.1061063,0.5677315,8.887515
1948476591899,-4.1701126,0.21675815,8.873192
1948493812524,-4.226188,-0.16403705,8.847757
1948513036795,-4.2746677,-0.5893517,8.806261
1948532990076,-4.316638,-1.0459886,8.743163
1948560048774,-4.329538,-1.5068434,8.669191
1948576922055,-4.308213,-1.9905922,8.581797
1948606972264,-4.25394,-2.5043168,8.473649
1948626829139,-3.8279438,-3.220542,8.434768
1948646703409,-3.360928,-3.8270166,8.38024
1948666677576,-2.8620884,-4.329331,8.3208
1948686493722,-2.3078735,-4.8075657,8.229907
1948706408670,-1.7108214,-5.3040113,8.069133
1948726751222,-1.1016681,-5.802841,7.828388
1948746657055,-0.48846355,-6.242543,7.547343
1948766127368,0.11407208,-6.576028,7.27414
1948786022472,0.7168176,-6.8010664,7.028653
1948806296170,1.3041502,-6.941922,6.802883
1948826219034,1.8184618,-7.011465,6.610811
1948846070024,2.3021572,-7.0288935,6.439336
1948865917941,2.7485702,-7.012064,6.2806535
1948885917003,3.123574,-6.9757786,6.144269
1948906885232,3.4373953,-6.9492874,6.0051575
1948926800805,3.6773887,-6.9424706,5.8693423
1948946627159,3.8005795,-6.924346,5.811999
1948965428930,4.0175757,-6.759448,5.8599644
1948986444607,4.201545,-6.616029,5.894534
1949004996951,4.31483,-6.541337,5.8960586
1949026214607,4.3464174,-6.549588,5.8636003
1949046207316,4.302113,-6.6197853,5.817265
1949066105961,4.189331,-6.7295303,5.7734933
1949085952524,3.997805,-6.91357,5.6912465
1949105828670,3.6781232,-7.222019,5.5212374
1949125817993,3.4412296,-7.500076,5.298784
1949145624243,3.1338937,-7.7783546,5.0839124
1949165622003,2.6957157,-8.075157,4.867775
1949185423878,2.136436,-8.421512,4.547971
1949205447680,1.4169153,-8.80895,4.0700135
1949225218201,0.5658463,-9.104924,3.5986485
1949245213409,-0.2942014,-9.203593,3.373054
1949264982315,-1.037177,-9.200332,3.2323766
1949284974555,-1.5053424,-9.152869,3.1826212
1949304816743,-1.6536442,-9.034677,3.4366
1949325407524,-1.5929524,-8.81279,3.9959238
1949345407524,-1.6979206,-8.775168,4.0353
1949372357055,-1.6979206,-8.775168,4.0353
1949392357055,-1.4564642,-8.973968,3.6765327
1949412357055,-1.4564642,-8.973968,3.6765327
1949425745492,-1.4564642,-8.973968,3.6765327
1949443939711,-1.1769179,-9.083992,3.5023015
1949462597315,-0.80908483,-9.224294,3.2292657
1949482548201,-0.19586627,-9.368762,2.8910568
1949502452576,0.36816588,-9.430872,2.6633391
1949522848201,0.8752473,-9.4313755,2.5403128
