1957179468562,0.014647386,-0.011717909,-0.0063915867
1957200943770,0.011451593,-0.029028457,-0.002396845
1957221886999,0.015180019,-0.01571265,0.007989483
1957240685645,0.03222425,-0.03435478,0.007190535
1957260615333,0.038615838,-0.025033714,0.008788432
1957280601166,0.041545313,-0.010652645,0.010386328
1957300417312,0.03888215,-0.007456851,0.013848438
1957320350489,0.035153728,-0.007989483,0.016777916
1957340206791,0.023435818,5.326322E-4,0.018375812
1957360138874,0.025300032,-0.015446335,0.010652645
1957380154656,0.035153728,-0.028229509,0.010918961
1957400706114,0.030360037,-0.03781689,0.007989483
1957420153770,0.018109497,-0.025566347,0.012250541
1957439748249,0.019973708,-0.015978966,0.015446335
1957459620906,0.046339005,-0.032490566,0.00958738
1957479918041,0.01917476,0.029827405,0.041545313
1957499773770,0.009054748,-0.027963191,0.030360037
1957519335697,0.03781689,-0.029294772,0.024234766
1957540437676,0.018109497,-0.03488741,0.00958738
1957559104239,-0.0314253,-0.009054748,0.0063915867
1957579025749,-0.010652645,-0.03195793,0.002130529
1957598983874,0.012516857,-0.04527374,0.009321064
1957618817468,0.02743056,-0.036485307,0.018642128
1957638734343,0.049002163,-0.049002163,0.02956109
1957658610437,0.029028457,-0.043675844,0.041279
1957678926062,-0.045007423,-0.0061252704,0.040746365
1957698785333,-0.06498113,0.024234766,0.034088463
1957718331791,-0.0053263223,0.029294772,0.02396845
1957738220333,0.009853696,0.066046394,0.010386328
1957758144343,-0.01784318,0.13102753,0.013582122
1957778359916,-0.015180019,0.15233281,0.023435818
1957798300281,-0.02609898,0.16884442,0.014114754
1957817836843,-0.054594804,0.16911073,0.0029294773
1957837720697,-0.047137953,0.1419465,-0.0037284256
1957859055489,-0.043942157,0.11451593,-0.007456851
1957877852728,-0.0031957934,0.05672533,-7.9894834E-4
1957897771999,0.05672533,-0.010918961,0.0039947415
1957917347155,0.039414786,-0.002130529,0.0026631611
1957937195853,0.02130529,0.030360037,0.0058589545
1957957480697,0.051931642,0.037550572,0.0061252704
1957977329551,0.03888215,0.06524745,-0.01438107
1957996941947,-0.0026631611,0.11611383,-0.03089267
1958017135593,-0.018642128,0.13821806,-0.04181163
1958037060385,-0.030626353,0.1587244,-0.06764429
1958058087416,-0.050600063,0.19734024,-0.109988555
1958078003510,-0.07563378,0.21092236,-0.15259913
1958097817155,-0.06551377,0.18775286,-0.18136127
1958116338301,-0.045540057,0.16405073,-0.23462449
1958137620489,-0.058589544,0.17124127,-0.29880667
1958156846166,-0.05566007,0.15393071,-0.3552657
